,PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
222,10222,6,2,1,24,2,2,1,6,300,150,110,135,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
223,10223,6,1,6,24,1,2,3,6,525,15,195,1145,30,500,0,0,0,6,6,6,1,1,6,1,2,1,2,2
224,10224,7,2,5,24,1,3,6,6,420,60,60,1350,100,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
225,10225,5,2,5,35,1,7,3,5,465,30,60,1110,150,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
226,10226,7,1,4,24,1,2,6,6,745,80,100,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
227,10227,6,2,6,59,1,4,2,2,480,20,75,1010,65,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
228,10228,5,2,1,35,2,3,3,6,480,0,70,250,70,265,0,0,0,6,6,6,1,1,6,1,2,2,1,7
229,10229,2,2,1,59,1,2,1,4,540,0,30,550,0,0,0,0,0,6,2,1,1,2,6,7,2,1,2,2
230,10230,4,2,1,35,1,4,2,2,510,150,120,480,160,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
231,10231,6,1,2,10,2,3,5,5,590,80,125,425,10,0,0,0,0,6,2,2,2,2,6,8,2,2,2,1
232,10232,7,2,3,46,2,4,6,6,570,245,110,1440,20,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
233,10233,4,2,6,35,1,6,1,5,540,60,0,1440,0,515,0,0,0,6,6,6,1,1,6,1,2,2,2,2
234,10234,6,1,1,12,2,2,6,4,290,0,75,360,180,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
235,10235,3,2,1,48,1,7,1,6,480,60,30,105,0,450,0,0,0,6,6,6,1,1,6,1,2,2,2,1
236,10236,2,1,6,35,1,7,2,6,390,70,0,1440,20,450,0,0,0,6,6,6,1,1,2,1,2,2,2,2
237,10237,7,2,3,10,1,5,4,3,595,15,130,1135,50,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
238,10238,4,2,1,59,2,5,1,6,900,50,90,1440,0,0,0,0,0,6,6,6,1,1,6,2,2,2,1,2
239,10239,6,2,3,10,1,3,6,2,420,0,60,1350,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
240,10240,3,2,1,46,1,6,1,1,660,0,0,0,0,470,0,0,0,6,2,1,1,2,6,1,2,1,2,2
241,10241,5,1,1,35,1,2,1,6,840,120,15,525,0,0,0,0,0,6,2,2,2,2,6,1,1,2,1,1
242,10242,5,2,5,10,1,6,2,6,535,20,90,840,40,470,0,0,0,6,6,6,1,1,6,1,2,2,2,2
243,10243,1,1,6,10,1,3,2,2,430,0,60,0,80,0,0,0,0,6,6,6,1,1,6,7,2,2,2,2
244,10244,2,1,2,11,3,3,2,4,920,60,15,25,25,240,0,0,0,6,6,6,1,1,6,1,2,7,2,1
245,10245,5,1,1,13,2,2,6,3,720,60,40,425,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
246,10246,2,2,6,11,3,4,2,2,380,0,120,1035,50,0,0,0,0,6,6,6,1,1,6,3,2,2,1,2
247,10247,5,1,6,59,1,2,5,5,510,20,30,1230,130,0,0,0,0,6,2,2,2,2,6,3,2,2,2,2
248,10248,1,1,6,24,1,1,1,2,805,0,40,1410,0,0,0,0,0,6,1,1,1,2,6,2,2,1,2,2
249,10249,1,1,6,59,1,3,3,2,270,0,20,900,0,360,0,0,0,6,6,6,1,1,6,3,2,2,2,2
250,10250,4,2,1,48,2,4,1,3,480,210,60,135,105,390,0,0,0,6,2,1,1,2,6,1,2,2,2,2
251,10251,2,2,6,13,1,99,1,3,40,0,0,155,55,795,340,0,35,1,2,1,1,2,1,2,1,1,1,1
252,10252,6,1,1,24,1,4,1,1,660,420,0,0,0,0,0,0,0,6,6,6,1,1,6,8,1,1,1,1
253,10253,2,1,6,12,1,6,2,3,520,45,0,80,45,450,0,0,0,6,6,6,1,1,6,6,2,2,2,1
254,10254,3,2,2,24,1,3,1,6,510,50,150,0,0,0,0,0,0,6,6,6,1,1,6,2,2,2,1,1
255,10255,3,2,2,24,1,6,2,5,560,135,30,420,0,425,0,0,0,6,6,6,1,1,6,1,2,2,2,2
256,10256,6,2,1,13,1,3,6,3,450,25,10,785,30,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
257,10257,3,1,1,59,1,4,3,5,625,0,80,35,35,300,0,0,0,6,6,6,1,1,6,2,2,2,2,2
258,10258,1,1,6,48,1,1,4,2,630,90,60,660,0,0,0,0,0,6,6,1,1,2,6,1,1,2,2,1
259,10259,1,2,6,24,1,2,2,6,370,0,0,610,5,480,0,0,0,6,6,6,1,1,1,7,1,2,1,1
260,10260,4,2,1,10,1,4,1,6,435,50,85,285,50,0,0,0,0,6,6,6,1,1,2,1,2,2,1,1
261,10261,3,1,6,35,1,2,4,3,660,180,40,1320,140,0,0,0,0,6,6,6,1,1,6,1,2,1,2,2
262,10262,1,2,6,35,1,6,2,5,390,0,10,380,0,420,0,0,0,6,6,6,1,1,6,7,2,2,2,2
263,10263,5,2,1,35,1,2,6,6,540,55,45,210,0,75,0,0,0,6,6,6,1,1,6,8,2,2,2,2
264,10264,2,1,1,48,1,6,2,3,255,75,0,0,105,435,0,0,0,6,6,6,1,1,6,1,2,2,1,1
265,10265,2,2,6,35,1,6,1,6,390,20,40,950,205,450,0,0,0,6,6,6,1,1,6,2,2,2,1,1
266,10266,7,1,1,35,1,1,1,6,360,45,0,1320,105,420,0,0,0,6,6,6,1,1,6,8,2,2,2,2
267,10267,6,1,6,24,2,3,2,4,680,0,290,1020,50,0,0,0,0,6,6,6,1,1,6,8,1,2,2,2
268,10268,5,2,1,13,2,2,2,4,490,135,165,535,60,0,0,0,0,6,2,2,2,2,6,1,2,2,1,2
269,10269,3,2,2,24,2,6,2,4,570,0,180,465,195,150,0,0,0,6,6,6,1,1,6,1,2,1,1,1
270,10270,2,2,1,59,1,6,2,6,600,0,80,1230,10,680,0,0,0,6,6,6,1,1,6,1,1,2,1,2
271,10271,2,1,6,24,1,99,3,3,425,145,120,655,70,495,0,0,0,6,6,6,1,1,6,2,2,2,1,2
272,10272,4,1,6,10,2,1,1,6,550,40,65,1320,20,0,0,0,0,6,6,6,1,1,6,1,2,1,1,2
273,10273,7,1,3,59,1,2,2,6,585,60,105,960,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
274,10274,5,1,1,35,1,6,2,2,390,60,90,120,0,450,0,0,0,6,6,6,1,1,6,1,2,2,1,2
275,10275,2,2,1,35,2,4,3,6,530,175,0,55,0,0,0,0,0,6,2,2,2,2,6,2,2,2,2,2
276,10276,7,2,3,11,3,1,6,6,725,45,130,955,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
277,10277,3,2,2,24,1,6,1,6,495,30,80,360,20,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
278,10278,6,2,1,12,2,1,4,5,525,15,95,605,0,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
279,10279,3,2,1,12,1,3,1,4,520,180,0,0,10,0,0,0,0,6,6,6,1,1,6,3,1,1,1,1
280,10280,5,2,1,47,2,6,3,6,490,350,30,495,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
281,10281,5,1,1,12,2,3,3,6,430,30,90,210,0,0,0,0,0,6,2,2,2,2,6,2,2,1,2,2
282,10282,6,2,5,59,1,5,2,2,510,60,165,1290,90,0,0,0,0,6,2,2,2,2,2,3,2,2,1,2
283,10283,7,2,6,24,2,2,2,6,570,120,45,315,30,0,0,0,0,6,2,2,2,2,6,8,1,2,2,1
284,10284,5,1,1,35,2,7,2,6,525,0,180,0,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
285,10285,2,2,6,10,1,1,3,1,600,105,85,200,0,0,0,0,0,6,1,2,2,2,6,7,2,1,1,1
286,10286,5,2,3,47,1,2,3,6,460,60,80,1190,50,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
287,10287,5,1,1,11,3,4,2,3,210,60,10,500,35,325,0,0,0,6,6,6,1,1,6,2,2,1,2,1
288,10288,1,1,6,59,1,2,1,5,360,0,180,1260,50,480,0,0,100,6,6,6,1,1,6,1,2,1,2,1
289,10289,4,1,1,10,1,4,3,6,735,60,90,525,40,0,0,0,0,6,6,6,1,1,6,3,2,1,2,2
290,10290,3,1,2,24,1,99,1,6,585,0,30,140,85,540,0,0,0,6,9,9,2,2,6,99,9,9,9,9
291,10291,1,1,6,35,1,2,4,3,450,0,40,1105,0,0,220,0,30,1,2,2,2,2,1,1,2,2,7,1
292,10292,2,2,6,35,1,4,2,5,450,0,0,710,40,700,0,0,0,6,6,6,1,1,6,3,1,2,2,2
293,10293,5,2,1,48,1,6,1,6,345,45,0,875,80,555,0,0,0,6,6,6,1,1,6,8,2,2,1,1
294,10294,5,2,1,12,1,1,2,3,510,0,35,880,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
295,10295,4,2,1,48,2,6,1,4,480,15,115,15,5,555,0,0,0,6,6,6,1,1,6,1,2,2,2,2
296,10296,5,2,1,35,2,4,1,5,390,120,105,60,30,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
297,10297,5,2,6,59,1,4,2,2,825,0,0,1380,0,0,0,0,0,6,2,2,2,2,6,1,1,2,2,2
298,10298,5,2,1,35,1,99,2,2,575,80,50,540,0,180,0,0,0,6,9,9,2,2,6,99,9,9,9,9
299,10299,6,2,3,24,1,1,6,2,540,90,20,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
300,10300,5,2,6,12,1,7,5,6,480,30,250,1090,200,0,0,0,0,6,2,2,2,2,6,1,1,2,2,2
301,10301,3,2,1,47,2,7,1,6,465,45,50,30,20,500,0,0,0,6,6,6,1,1,6,1,2,1,2,2
302,10302,6,1,1,13,2,1,6,6,510,0,135,105,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
303,10303,5,1,6,10,1,6,3,2,525,100,0,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
304,10304,2,2,1,59,1,4,1,3,570,0,0,520,20,0,0,0,0,6,2,2,2,2,6,6,2,1,1,2
305,10305,5,1,1,12,2,4,2,2,420,95,105,635,50,0,0,0,0,6,2,1,1,2,6,8,1,2,1,2
306,10306,4,1,1,35,1,2,2,6,380,0,30,70,10,600,0,0,0,6,6,6,1,1,6,8,2,2,2,2
307,10307,3,1,2,24,1,6,1,4,465,0,60,370,0,0,0,0,0,6,6,6,1,1,6,1,2,2,1,2
308,10308,4,2,5,46,1,2,2,3,1110,0,10,1440,0,0,0,0,0,6,6,6,1,1,6,8,2,2,1,2
309,10309,1,2,6,13,2,2,2,6,570,0,80,820,65,410,0,0,0,6,6,6,1,1,6,2,2,2,2,1
310,10310,2,1,1,46,2,3,2,4,500,60,115,145,0,0,0,0,0,6,6,6,1,1,6,1,2,1,1,2
311,10311,1,1,6,35,1,1,2,1,720,0,0,1440,0,0,0,0,0,1,1,2,2,2,1,7,2,2,2,2
312,10312,2,2,1,48,1,1,1,6,510,60,45,30,75,0,0,0,0,6,2,2,2,2,6,1,1,2,1,1
313,10313,3,2,1,35,1,6,1,5,540,45,100,100,45,445,0,0,0,6,6,6,1,1,6,2,1,2,1,1
314,10314,4,2,1,24,1,2,2,5,470,90,165,200,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
315,10315,1,2,6,35,1,2,2,6,485,100,0,1005,0,0,0,0,565,1,2,1,1,2,1,7,1,1,1,2
316,10316,4,1,1,13,2,3,2,6,480,60,120,35,150,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
317,10317,1,2,6,48,1,6,4,3,600,25,30,710,0,420,0,0,0,6,6,6,1,1,6,5,2,1,2,2
318,10318,4,2,6,35,1,2,1,6,390,0,45,180,180,755,0,0,0,6,6,6,1,1,6,1,2,2,1,1
319,10319,2,2,1,46,2,4,3,4,605,180,90,0,85,0,0,0,0,6,2,2,2,2,6,2,1,1,1,2
320,10320,5,2,1,48,1,4,4,3,980,0,220,300,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
321,10321,6,1,1,24,1,2,6,6,540,0,45,760,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
322,10322,5,2,3,35,2,2,1,6,90,0,0,735,525,705,0,0,0,6,6,6,1,1,6,1,2,2,1,1
323,10323,6,1,5,24,1,2,6,6,630,0,30,1170,60,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
324,10324,6,1,5,13,1,1,6,6,420,0,150,1290,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
325,10325,6,2,1,47,1,6,2,6,560,60,285,200,0,0,0,0,0,6,2,1,1,2,6,1,2,2,2,1
326,10326,2,1,2,47,1,4,3,6,630,0,20,310,60,0,0,0,0,6,6,6,1,1,6,4,2,2,2,2
327,10327,6,2,1,35,1,4,6,6,735,145,45,1155,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
328,10328,6,2,1,35,1,4,6,1,500,120,0,1215,40,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
329,10329,5,2,1,13,1,4,6,3,600,0,50,30,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
330,10330,3,2,4,24,1,6,6,6,510,170,120,940,40,290,0,0,0,6,6,6,1,1,6,1,2,2,2,2
331,10331,5,2,1,35,1,2,1,6,480,240,65,240,145,0,0,0,0,6,2,2,2,2,6,1,2,1,2,2
332,10332,2,1,2,24,2,3,1,6,405,15,30,870,55,720,0,0,0,6,6,6,1,1,6,1,2,1,2,2
333,10333,6,1,2,13,1,3,6,6,480,0,280,590,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
334,10334,5,1,1,46,1,2,3,4,340,60,30,1040,0,495,0,0,0,6,6,6,1,1,6,1,2,2,2,2
335,10335,3,1,1,24,1,1,3,3,360,15,80,270,95,430,0,0,0,6,6,6,1,1,6,1,2,1,1,2
336,10336,5,1,1,35,1,4,1,6,395,0,20,465,110,650,0,0,0,6,6,6,1,1,6,1,2,1,2,2
337,10337,3,1,1,46,2,2,1,3,370,0,20,435,120,625,0,0,0,6,6,6,1,1,6,4,2,1,1,1
338,10338,1,2,6,24,1,1,1,2,690,0,107,905,0,0,308,0,115,3,2,2,2,2,1,2,1,2,2,2
339,10339,5,1,1,24,1,7,4,4,480,135,0,240,30,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
340,10340,4,2,1,12,1,7,2,2,400,45,385,890,40,180,0,0,0,6,6,6,1,1,6,1,1,2,2,2
341,10341,7,2,6,46,1,7,97,5,360,30,0,1440,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,1
342,10342,6,2,1,59,1,1,1,6,670,0,125,285,0,0,0,0,0,6,6,6,1,1,6,1,1,2,2,2
343,10343,4,2,1,35,1,4,2,5,420,130,150,625,90,0,0,0,0,6,6,6,1,1,6,4,2,2,2,2
344,10344,3,1,1,59,1,3,1,6,530,60,75,420,40,0,0,0,0,6,6,6,1,1,2,4,2,2,2,2
345,10345,3,1,1,24,1,4,1,2,480,10,25,395,0,390,0,0,0,6,6,6,1,1,6,1,2,2,1,2
346,10346,4,2,1,46,1,2,2,3,410,20,20,235,100,430,0,0,0,6,6,6,1,1,6,1,2,2,2,2
347,10347,5,2,1,11,3,3,6,6,460,0,220,460,20,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
348,10348,3,2,1,59,1,99,1,2,450,35,60,140,140,420,0,0,0,6,2,1,1,2,6,2,2,2,2,2
349,10349,5,1,1,35,1,4,4,4,410,20,105,620,30,290,0,0,0,6,6,6,1,1,6,1,2,2,2,2
350,10350,5,2,6,35,1,7,1,5,420,75,0,1080,165,350,0,0,0,6,6,6,1,1,6,1,2,2,2,1
351,10351,4,2,2,24,2,6,6,6,510,0,360,135,25,0,0,0,0,6,6,6,1,1,6,1,2,1,1,2
352,10352,3,1,6,59,1,4,3,3,540,0,90,690,0,510,0,0,0,6,6,6,1,1,6,1,2,2,2,2
353,10353,4,2,1,48,2,4,2,5,590,60,30,45,30,565,0,0,0,6,6,6,1,1,6,1,7,2,2,2
354,10354,2,2,1,12,1,6,2,5,540,45,60,30,0,0,0,0,0,6,6,6,1,1,6,1,1,2,1,2
355,10355,6,1,6,35,2,7,1,1,805,0,55,1375,95,0,0,0,0,6,2,2,2,2,6,1,2,1,2,2
356,10356,6,2,1,11,3,3,2,6,480,30,105,0,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
357,10357,4,2,1,35,1,4,1,6,445,0,15,935,100,630,0,0,0,6,6,6,1,1,6,8,2,2,1,2
358,10358,6,2,3,35,1,6,2,6,510,0,130,1330,40,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
359,10359,7,2,3,59,1,1,2,2,705,0,130,970,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
360,10360,4,1,1,35,1,2,4,6,340,0,75,440,30,720,0,0,0,6,6,6,1,1,6,8,2,1,2,2
361,10361,5,2,1,24,1,4,6,6,450,110,135,0,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
362,10362,5,1,2,24,1,2,2,1,520,45,110,540,60,0,0,0,0,6,2,1,1,2,6,8,2,1,2,2
363,10363,5,1,1,35,1,4,6,6,390,30,190,720,40,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
364,10364,4,2,1,47,2,2,2,2,450,20,0,815,435,0,0,0,0,6,1,1,1,2,6,2,1,2,1,2
365,10365,6,2,5,48,1,3,6,1,600,10,140,1440,0,0,0,0,0,6,2,1,1,2,6,2,2,2,2,2
366,10366,4,2,1,35,1,6,1,6,570,85,75,485,30,0,0,0,0,6,6,6,1,1,6,1,2,2,1,2
367,10367,7,2,1,24,2,2,1,4,660,0,70,585,35,0,0,0,0,6,2,2,2,2,6,8,1,2,1,2
368,10368,1,2,6,12,1,1,3,1,620,0,80,1205,0,0,0,0,0,6,6,6,1,1,1,2,2,2,1,1
369,10369,5,2,3,24,2,2,4,4,515,30,135,585,0,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
370,10370,3,2,1,24,1,4,2,4,325,0,30,465,55,425,0,0,0,6,6,6,1,1,6,6,1,1,2,2
371,10371,3,2,1,59,2,7,3,6,390,35,15,130,10,620,0,0,0,6,6,6,1,1,6,1,2,2,2,2
372,10372,2,1,2,24,2,7,2,5,560,0,45,125,40,475,0,0,0,6,6,6,1,1,6,1,2,2,1,2
373,10373,6,1,3,35,1,7,6,6,495,45,120,1380,0,0,0,0,0,6,2,1,1,2,2,1,2,2,2,2
374,10374,6,2,5,35,1,2,2,6,405,95,30,960,115,480,0,0,0,6,6,6,1,1,6,1,2,2,2,2
375,10375,3,2,6,59,1,2,3,4,975,15,360,1335,0,0,0,0,0,6,2,2,2,2,1,4,2,1,1,1
376,10376,5,1,1,35,1,5,2,6,570,0,30,105,90,565,0,0,0,6,6,6,1,1,6,1,1,1,1,2
377,10377,2,1,6,35,1,99,1,1,465,50,50,890,0,550,0,0,0,6,9,9,2,2,6,99,2,2,9,9
378,10378,6,1,3,24,1,6,6,6,500,30,180,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
379,10379,5,2,1,35,1,99,5,5,700,65,145,420,0,0,0,0,0,6,9,9,2,2,6,99,9,9,9,9
380,10380,5,1,6,24,1,6,3,2,420,75,120,1440,0,0,0,0,120,6,2,2,2,2,2,1,2,2,2,2
381,10381,1,2,6,35,1,1,1,1,600,0,10,850,0,0,0,0,0,1,2,2,2,2,1,7,2,2,2,1
382,10382,4,1,1,47,1,4,2,3,560,40,20,795,170,300,0,0,0,6,6,6,1,1,6,3,2,2,2,2
383,10383,3,1,6,24,1,6,1,6,420,15,60,830,105,0,0,0,0,6,6,6,1,1,6,2,2,1,2,1
384,10384,4,1,1,35,1,6,1,6,360,10,70,595,155,490,0,0,0,6,6,6,1,1,6,8,2,1,1,2
385,10385,7,2,1,59,1,5,1,6,650,30,125,1255,50,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
386,10386,2,2,2,10,1,6,2,3,450,45,20,290,20,500,0,0,0,6,6,6,1,1,6,1,2,2,2,1
387,10387,5,2,6,59,1,3,1,3,410,0,60,760,100,480,0,0,0,6,6,6,1,1,6,8,2,2,2,2
388,10388,1,1,6,46,2,99,3,5,375,0,20,550,110,585,0,0,0,6,9,9,2,2,6,99,9,9,9,9
389,10389,6,2,5,13,2,1,2,5,630,60,120,690,15,0,0,0,0,6,1,1,1,2,6,8,2,2,1,2
390,10390,2,1,1,47,1,3,3,3,520,0,100,690,10,630,0,0,0,6,6,6,1,1,6,3,2,1,1,2
391,10391,1,1,2,59,1,2,2,2,420,0,75,495,90,360,90,0,90,1,2,1,1,2,1,1,1,2,2,2
392,10392,1,2,6,13,2,2,1,3,895,30,35,1245,0,0,0,0,240,6,6,6,1,1,6,7,2,2,1,1
393,10393,5,1,6,10,2,1,6,6,270,50,20,200,0,540,0,0,0,6,6,6,1,1,6,8,2,1,2,2
394,10394,6,1,6,12,1,99,2,4,480,160,120,1320,30,0,0,0,0,6,9,9,2,2,6,99,9,9,9,9
395,10395,6,2,3,46,2,4,2,1,570,120,30,1230,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
396,10396,5,1,1,10,1,6,2,5,475,90,30,0,50,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
397,10397,6,2,2,35,1,4,6,4,540,25,60,1005,0,0,0,0,0,6,2,2,2,2,6,3,2,2,2,1
398,10398,3,2,1,13,1,7,1,4,410,70,80,315,90,565,0,0,0,6,6,6,1,1,6,1,1,2,1,2
399,10399,3,2,6,35,1,6,2,6,630,30,0,1440,210,0,0,0,0,6,6,6,1,1,6,3,2,2,2,2
400,10400,4,2,6,35,1,6,1,3,490,0,0,815,85,670,0,0,0,6,6,6,1,1,6,1,1,1,1,1
401,10401,5,1,1,35,1,6,1,6,315,0,60,840,0,570,0,0,0,6,6,6,1,1,6,1,2,1,2,7
402,10402,1,1,6,48,1,1,2,2,600,0,150,1040,0,0,0,0,180,1,2,1,1,2,1,5,2,2,2,2
403,10403,7,1,5,11,3,2,6,6,600,30,125,1305,0,0,0,0,0,6,2,2,2,2,6,8,2,1,1,2
404,10404,5,2,1,59,1,4,1,6,645,60,30,105,0,0,0,0,0,6,2,1,1,2,6,1,1,2,2,2
405,10405,3,2,6,59,1,2,1,2,840,10,200,0,0,0,0,0,0,6,6,6,1,1,6,2,2,1,1,2
406,10406,5,2,2,24,1,5,2,6,540,30,60,130,20,0,0,0,0,6,2,2,2,2,6,1,2,2,2,1
407,10407,6,2,4,48,1,4,4,3,565,150,150,1205,75,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
408,10408,3,2,1,10,1,4,1,6,500,0,300,370,115,0,0,0,0,6,2,2,2,2,6,4,2,2,2,2
409,10409,6,1,5,24,1,1,6,1,570,0,135,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
410,10410,7,1,3,35,1,7,3,6,555,60,95,1230,45,0,0,0,0,6,1,2,2,2,6,8,2,2,2,2
411,10411,2,1,6,13,2,2,2,3,465,0,15,700,20,520,0,0,0,6,6,6,1,1,6,1,2,2,2,1
412,10412,4,1,1,35,1,2,2,5,600,0,0,230,50,580,0,0,0,6,6,6,1,1,6,1,2,1,1,1
413,10413,2,1,6,13,1,4,2,3,505,75,90,1410,75,0,0,0,0,6,6,6,1,1,6,2,2,1,1,1
414,10414,2,1,6,24,1,3,2,2,585,0,0,1215,60,0,0,0,0,6,6,6,1,1,6,2,2,1,2,2
415,10415,5,2,2,24,1,3,2,6,375,60,130,0,40,0,0,0,0,6,6,6,1,1,6,8,2,2,2,1
416,10416,7,2,1,35,1,1,6,2,1005,0,105,480,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,1
417,10417,2,1,2,48,1,6,3,3,385,35,35,320,85,540,0,0,0,6,6,6,1,1,6,2,2,1,1,2
418,10418,3,2,1,35,1,6,1,2,525,10,140,245,45,405,0,0,0,6,6,6,1,1,6,1,2,2,1,2
419,10419,5,2,1,35,1,1,2,5,440,25,15,950,20,0,0,0,0,6,1,1,1,2,6,1,2,2,2,2
420,10420,7,2,3,12,1,2,2,6,460,10,20,975,30,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
421,10421,7,2,1,48,1,7,4,5,480,35,55,95,75,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
422,10422,1,1,6,59,1,1,3,1,770,10,30,360,40,0,0,0,0,1,1,2,2,2,6,2,2,2,2,2
423,10423,5,1,1,13,2,2,6,6,670,105,45,435,0,15,0,0,0,6,2,2,2,2,6,8,2,1,2,2
424,10424,3,2,1,13,1,7,1,6,510,95,30,535,10,400,0,0,0,6,6,6,1,1,6,8,2,1,2,1
425,10425,4,1,1,13,1,4,2,2,395,60,65,1365,0,0,0,0,0,6,2,2,2,2,6,1,2,2,1,2
426,10426,7,2,3,35,1,1,6,6,480,0,0,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
427,10427,5,1,6,59,1,7,1,5,481,120,0,1440,0,0,0,0,0,6,6,6,1,1,6,1,2,1,1,1
428,10428,2,2,1,35,1,6,1,2,420,0,180,0,90,0,0,0,0,6,2,1,1,2,6,7,2,2,2,2
429,10429,3,1,1,35,1,4,6,6,210,0,15,345,0,885,0,0,0,6,6,6,1,1,6,2,2,1,1,2
430,10430,6,1,1,13,2,6,2,3,475,0,40,165,90,360,0,0,0,6,6,6,1,1,6,1,2,2,2,2
431,10431,6,1,1,48,1,6,2,6,360,300,0,60,60,540,0,0,0,6,6,6,1,1,6,2,2,1,2,2
432,10432,6,1,1,13,1,4,6,4,540,0,45,75,240,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
433,10433,3,2,2,24,1,98,1,6,525,30,80,1050,70,435,0,0,0,6,6,6,1,1,6,1,2,2,1,2
434,10434,4,1,1,35,1,2,1,4,525,45,0,255,80,505,0,0,0,6,6,6,1,1,6,1,2,2,1,2
435,10435,3,2,1,59,1,7,2,4,595,55,75,365,30,0,0,0,0,6,6,6,1,1,6,3,2,2,2,2
436,10436,3,2,1,13,2,6,2,6,620,0,60,0,95,0,0,0,0,6,6,6,1,1,6,3,2,1,1,1
437,10437,2,2,6,35,1,7,1,3,480,0,50,1440,0,650,0,0,0,6,6,6,1,1,6,4,2,2,1,2
438,10438,5,2,2,47,1,4,2,5,405,0,20,725,0,575,0,0,0,6,6,6,1,1,6,1,2,2,1,2
439,10439,4,1,2,24,1,4,1,3,515,60,60,215,55,480,0,0,0,6,6,6,1,1,6,1,2,2,2,2
440,10440,5,2,1,46,2,4,3,3,540,0,20,0,30,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
441,10441,1,2,6,46,1,3,2,6,705,0,150,960,45,0,0,0,0,6,2,1,1,2,1,6,2,2,2,1
442,10442,2,1,6,35,1,2,2,3,425,0,75,760,0,0,390,0,225,1,1,2,2,2,1,4,2,2,1,2
443,10443,4,2,1,35,1,7,1,6,420,60,0,210,0,570,0,0,0,6,6,6,1,1,6,1,2,2,1,1
444,10444,6,1,1,46,1,1,1,6,780,60,0,600,0,600,0,0,0,6,2,2,2,2,6,8,2,2,2,2
445,10445,4,2,4,59,1,6,1,2,390,55,0,505,25,365,0,0,0,6,6,6,1,1,6,1,2,2,2,2
446,10446,7,2,6,24,1,7,3,6,540,30,150,960,15,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
